"Notes"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	"Injury Intent"	"Injury Intent Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	% of Total Deaths
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	1	11071459	0.01 (Unreliable)	0.00	0.05	0.00%
	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	11071459	0.03 (Unreliable)	0.01	0.08	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	"Suicide"	"2"			608	11071459	5.49	5.06	5.93	0.09%
"Total"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"					608	11071459	5.49	5.06	5.93	0.09%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	12	21838064	0.05 (Unreliable)	0.03	0.10	0.00%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	18	21838064	0.08 (Unreliable)	0.05	0.13	0.00%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	47	21838064	0.22	0.16	0.29	0.01%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	3	21838064	0.01 (Unreliable)	0.00	0.04	0.00%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	460	21838064	2.11	1.91	2.30	0.07%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	11	21838064	0.05 (Unreliable)	0.03	0.09	0.00%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	324	21838064	1.48	1.32	1.65	0.05%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	532	21838064	2.44	2.23	2.64	0.08%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	27	21838064	0.12	0.08	0.18	0.00%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	7	21838064	0.03 (Unreliable)	0.01	0.07	0.00%
	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	21838064	0.01 (Unreliable)	0.00	0.04	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	"Suicide"	"2"			1444	21838064	6.61	6.27	6.95	0.22%
"Total"	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"					1444	21838064	6.61	6.27	6.95	0.22%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	19	20386206	0.09 (Unreliable)	0.06	0.15	0.00%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	20	20386206	0.10	0.06	0.15	0.00%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	34	20386206	0.17	0.12	0.23	0.01%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	12	20386206	0.06 (Unreliable)	0.03	0.10	0.00%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	506	20386206	2.48	2.27	2.70	0.08%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	6	20386206	0.03 (Unreliable)	0.01	0.06	0.00%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	603	20386206	2.96	2.72	3.19	0.09%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	474	20386206	2.33	2.12	2.53	0.07%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	31	20386206	0.15	0.10	0.22	0.00%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	6	20386206	0.03 (Unreliable)	0.01	0.06	0.00%
	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	2	20386206	0.01 (Unreliable)	0.00	0.04	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	"Suicide"	"2"			1713	20386206	8.40	8.00	8.80	0.26%
"Total"	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"					1713	20386206	8.40	8.00	8.80	0.26%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	39	21889385	0.18	0.13	0.24	0.01%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	46	21889385	0.21	0.15	0.28	0.01%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fall"	"GRINJ-003"	59	21889385	0.27	0.21	0.35	0.01%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	17	21889385	0.08 (Unreliable)	0.05	0.12	0.00%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	702	21889385	3.21	2.97	3.44	0.11%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	5	21889385	0.02 (Unreliable)	0.01	0.05	0.00%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	944	21889385	4.31	4.04	4.59	0.15%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	480	21889385	2.19	2.00	2.39	0.07%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	33	21889385	0.15	0.10	0.21	0.01%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	8	21889385	0.04 (Unreliable)	0.02	0.07	0.00%
	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	21889385	0.03 (Unreliable)	0.01	0.07	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	"Suicide"	"2"			2340	21889385	10.69	10.26	11.12	0.36%
"Total"	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"					2340	21889385	10.69	10.26	11.12	0.36%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	45	21163072	0.21	0.16	0.28	0.01%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	47	21163072	0.22	0.16	0.30	0.01%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fall"	"GRINJ-003"	54	21163072	0.26	0.19	0.33	0.01%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	9	21163072	0.04 (Unreliable)	0.02	0.08	0.00%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	648	21163072	3.06	2.83	3.30	0.10%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	10	21163072	0.05 (Unreliable)	0.02	0.09	0.00%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	829	21163072	3.92	3.65	4.18	0.13%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	365	21163072	1.72	1.55	1.90	0.06%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	23	21163072	0.11	0.07	0.16	0.00%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	6	21163072	0.03 (Unreliable)	0.01	0.06	0.00%
	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	21163072	0.03 (Unreliable)	0.01	0.07	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	"Suicide"	"2"			2043	21163072	9.65	9.23	10.07	0.31%
"Total"	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"					2043	21163072	9.65	9.23	10.07	0.31%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	18	14658169	0.12 (Unreliable)	0.07	0.19	0.00%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	21	14658169	0.14	0.09	0.22	0.00%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fall"	"GRINJ-003"	33	14658169	0.23	0.15	0.32	0.01%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	7	14658169	0.05 (Unreliable)	0.02	0.10	0.00%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	289	14658169	1.97	1.74	2.20	0.04%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	1	14658169	0.01 (Unreliable)	0.00	0.04	0.00%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	321	14658169	2.19	1.95	2.43	0.05%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	124	14658169	0.85	0.70	0.99	0.02%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	5	14658169	0.03 (Unreliable)	0.01	0.08	0.00%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	9	14658169	0.06 (Unreliable)	0.03	0.12	0.00%
	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	1	14658169	0.01 (Unreliable)	0.00	0.04	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	"Suicide"	"2"			829	14658169	5.66	5.27	6.04	0.13%
"Total"	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"					829	14658169	5.66	5.27	6.04	0.13%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	10	7899603	0.13 (Unreliable)	0.06	0.23	0.00%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	8	7899603	0.10 (Unreliable)	0.04	0.20	0.00%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fall"	"GRINJ-003"	14	7899603	0.18 (Unreliable)	0.10	0.30	0.00%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	1	7899603	0.01 (Unreliable)	0.00	0.07	0.00%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	144	7899603	1.82	1.53	2.12	0.02%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	2	7899603	0.03 (Unreliable)	0.00	0.09	0.00%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	120	7899603	1.52	1.25	1.79	0.02%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	62	7899603	0.78	0.60	1.01	0.01%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	3	7899603	0.04 (Unreliable)	0.01	0.11	0.00%
	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	2	7899603	0.03 (Unreliable)	0.00	0.09	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	"Suicide"	"2"			366	7899603	4.63	4.16	5.11	0.06%
"Total"	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"					366	7899603	4.63	4.16	5.11	0.06%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	9	4112863	0.22 (Unreliable)	0.10	0.42	0.00%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	9	4112863	0.22 (Unreliable)	0.10	0.42	0.00%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Fall"	"GRINJ-003"	5	4112863	0.12 (Unreliable)	0.04	0.28	0.00%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	39	4112863	0.95	0.67	1.30	0.01%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	74	4112863	1.80	1.41	2.26	0.01%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	35	4112863	0.85	0.59	1.18	0.01%
	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	3	4112863	0.07 (Unreliable)	0.02	0.21	0.00%
"Total"	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	"Suicide"	"2"			174	4112863	4.23	3.60	4.86	0.03%
"Total"	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"					174	4112863	4.23	3.60	4.86	0.03%
"Total"	"2015"	"2015"	"Female"	"F"							10199	163189523	6.25	6.13	6.37	1.57%
	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1	10459132	0.01 (Unreliable)	0.00	0.05	0.00%
	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	3	10459132	0.03 (Unreliable)	0.01	0.08	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"	"Suicide"	"2"			4	10459132	0.04 (Unreliable)	0.01	0.10	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"					4	10459132	0.04 (Unreliable)	0.01	0.10	0.00%
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	1	10520388	0.01 (Unreliable)	0.00	0.05	0.00%
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Fall"	"GRINJ-003"	1	10520388	0.01 (Unreliable)	0.00	0.05	0.00%
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	110	10520388	1.05	0.85	1.24	0.02%
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	4	10520388	0.04 (Unreliable)	0.01	0.10	0.00%
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	134	10520388	1.27	1.06	1.49	0.02%
	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	1	10520388	0.01 (Unreliable)	0.00	0.05	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"	"Suicide"	"2"			251	10520388	2.39	2.09	2.68	0.04%
"Total"	"2015"	"2015"	"Male"	"M"	"10-14 years"	"10-14"					251	10520388	2.39	2.09	2.68	0.04%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	3	10797867	0.03 (Unreliable)	0.01	0.08	0.00%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	20	10797867	0.19	0.11	0.29	0.00%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fall"	"GRINJ-003"	44	10797867	0.41	0.30	0.55	0.01%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	4	10797867	0.04 (Unreliable)	0.01	0.09	0.00%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	762	10797867	7.06	6.56	7.56	0.12%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	14	10797867	0.13 (Unreliable)	0.07	0.22	0.00%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	75	10797867	0.69	0.55	0.87	0.01%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	568	10797867	5.26	4.83	5.69	0.09%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	34	10797867	0.31	0.22	0.44	0.01%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	6	10797867	0.06 (Unreliable)	0.02	0.12	0.00%
	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	7	10797867	0.06 (Unreliable)	0.03	0.13	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	"Suicide"	"2"			1537	10797867	14.23	13.52	14.95	0.24%
"Total"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"					1537	10797867	14.23	13.52	14.95	0.24%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	21	11667854	0.18	0.11	0.28	0.00%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	34	11667854	0.29	0.20	0.41	0.01%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fall"	"GRINJ-003"	104	11667854	0.89	0.72	1.06	0.02%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	11	11667854	0.09 (Unreliable)	0.05	0.17	0.00%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	1408	11667854	12.07	11.44	12.70	0.22%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	14	11667854	0.12 (Unreliable)	0.07	0.20	0.00%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	159	11667854	1.36	1.15	1.57	0.02%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1002	11667854	8.59	8.06	9.12	0.15%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	57	11667854	0.49	0.37	0.63	0.01%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	10	11667854	0.09 (Unreliable)	0.04	0.16	0.00%
	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	2	11667854	0.02 (Unreliable)	0.00	0.06	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	"Suicide"	"2"			2822	11667854	24.19	23.29	25.08	0.43%
"Total"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"					2822	11667854	24.19	23.29	25.08	0.43%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	59	22299138	0.26	0.20	0.34	0.01%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	44	22299138	0.20	0.14	0.26	0.01%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fall"	"GRINJ-003"	119	22299138	0.53	0.44	0.63	0.02%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	20	22299138	0.09	0.05	0.14	0.00%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Hot object/Substance"	"GRINJ-005"	1	22299138	0.00 (Unreliable)	0.00	0.02	0.00%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2658	22299138	11.92	11.47	12.37	0.41%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	28	22299138	0.13	0.08	0.18	0.00%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	445	22299138	2.00	1.81	2.18	0.07%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Struck by or against"	"GRINJ-016"	1	22299138	0.00 (Unreliable)	0.00	0.02	0.00%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1972	22299138	8.84	8.45	9.23	0.30%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	121	22299138	0.54	0.45	0.64	0.02%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	23	22299138	0.10	0.07	0.15	0.00%
	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	12	22299138	0.05 (Unreliable)	0.03	0.09	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	"Suicide"	"2"			5503	22299138	24.68	24.03	25.33	0.85%
"Total"	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"					5503	22299138	24.68	24.03	25.33	0.85%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	110	20203577	0.54	0.44	0.65	0.02%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	46	20203577	0.23	0.17	0.30	0.01%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fall"	"GRINJ-003"	140	20203577	0.69	0.58	0.81	0.02%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Fire/Flame"	"GRINJ-004"	17	20203577	0.08 (Unreliable)	0.05	0.13	0.00%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Firearm"	"GRINJ-006"	2446	20203577	12.11	11.63	12.59	0.38%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other land transport"	"GRINJ-011"	22	20203577	0.11	0.07	0.16	0.00%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Poisoning"	"GRINJ-015"	578	20203577	2.86	2.63	3.09	0.09%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Suffocation"	"GRINJ-017"	1745	20203577	8.64	8.23	9.04	0.27%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, classifiable Injury"	"GRINJ-018"	83	20203577	0.41	0.33	0.51	0.01%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	22	20203577	0.11	0.07	0.16	0.00%
	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"	"Unspecified Injury"	"GRINJ-020"	14	20203577	0.07 (Unreliable)	0.04	0.12	0.00%
"Total"	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	"Suicide"	"2"			5223	20203577	25.85	25.15	26.55	0.80%
"Total"	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"					5223	20203577	25.85	25.15	26.55	0.80%
	"2015"	"2015"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Cut/Pierce"	"GRINJ-001"	145	21298776	0.68	0.57	0.79	0.02%
	"2015"	"2015"	"Male"	"M"	"45-54 years"	"45-54"	"Suicide"	"2"	"Drowning"	"GRINJ-002"	55	21298776	0.26	0.19	0.34	0.01%
